Fighter1,Fighter2,Weight Class,Winning Method,Round,Time,Win/Loss (Fighter1),Win Rate (Fighter 1),Total Fights (Fighter 1),Win (Fighter 1),Lose (Fighter 1),Draw (Fighter 1),SLpM (Fighter 1),Str. Acc. (Fighter 1),SApM (Fighter 1),Str. Def (Fighter 1),TD Avg. (Fighter 1),TD Acc. (Fighter 1),TD Def. (Fighter 1),Sub. Avg. (Fighter 1),Win Rate (Fighter 2),Total Fights (Fighter 2),Win (Fighter 2),Lose (Fighter 2),Draw (Fighter 2),SLpM (Fighter 2),Str. Acc. (Fighter 2),SApM (Fighter 2),Str. Def (Fighter 2),TD Avg. (Fighter 2),TD Acc. (Fighter 2),TD Def. (Fighter 2),Sub. Avg. (Fighter 2)
Thiago Tavares,Tyson Griffin,Lightweight,U-DEC,3,5:00,Lose,72%,29,21,7,1,2,40%,2.31,62%,3.83,42%,62%,1.5,67%,24,16,8,0,3.71,41%,2.3,65%,1.87,46%,59%,0.9
Anthony Johnson,Rich Clementi,Welterweight,SUB Rear Naked Choke,2,3:05,Lose,79%,28,22,6,0,3.25,47%,1.83,60%,2.43,57%,77%,0.6,65%,69,45,23,1,1.43,37%,2.29,60%,1.72,42%,25%,1.1
Diego Saraiva,Jeremy Stephens,Lightweight,U-DEC,3,5:00,Lose,51%,43,22,20,1,1.64,32%,3.58,62%,1.33,40%,0%,0.7,60%,47,28,19,0,3.17,40%,3.05,58%,1.16,38%,65%,0.4
Scott Junk,Christian Wellisch,Heavyweight,SUB Heel Hook,1,3:19,Lose,73%,11,8,3,0,5.13,60%,1.81,45%,0,0%,0%,0,62%,13,8,5,0,3.12,27%,3.04,56%,1.22,42%,45%,1.2
Michihiro Omigawa,Matt Wiman,Lightweight,U-DEC,3,5:00,Lose,53%,32,17,14,1,2.01,39%,3.06,64%,1.19,36%,49%,1.5,62%,26,16,10,0,3.17,50%,3.57,51%,2.13,37%,56%,1.5
Din Thomas,Kenny Florian,Lightweight,SUB Rear Naked Choke,1,4:31,Lose,74%,35,26,9,0,1.85,37%,2.6,59%,1.38,52%,76%,1.2,70%,20,14,6,0,2.41,40%,1.85,63%,2.22,33%,60%,1.3
Terry Martin,Chris Leben,Middleweight,KO/TKO Punch,3,3:56,Lose,68%,34,23,11,0,2.82,43%,3.13,54%,3.1,42%,92%,0,67%,33,22,11,0,2.87,42%,2.87,52%,1.14,41%,53%,0.8
Junior Assuncao,Nate Diaz,Lightweight,SUB Guillotine Choke,1,4:10,Lose,73%,22,16,6,0,3.31,62%,2.06,44%,2.43,24%,66%,0.7,63%,35,22,13,0,4.57,45%,3.77,52%,1.05,30%,41%,1.3
Pete Sell,Nate Quarry,Middleweight,KO/TKO Punch,3,0:44,Lose,59%,17,10,7,0,2.6,42%,3.65,51%,0.91,21%,47%,0.9,75%,16,12,4,0,4.96,44%,2.8,66%,0.25,33%,60%,0
Edilberto de Oliveira,Luke Cummo,Welterweight,KO/TKO Punches,1,1:45,Lose,63%,46,29,15,2,4.12,32%,6.79,61%,0,0%,0%,0,50%,12,6,6,0,1.74,43%,1.5,59%,0.89,55%,42%,1.4
Leonard Garcia,Cole Miller,Lightweight,U-DEC,3,5:00,Lose,56%,32,18,13,1,2.77,24%,4.79,52%,0.3,26%,42%,0.5,66%,32,21,11,0,3,33%,3.88,59%,0.6,36%,38%,1.8
Joe Veres,Gray Maynard,Lightweight,KO/TKO Punch,1,0:09,Lose,57%,7,4,3,0,0,0%,5.55,27%,0,0%,0%,0,65%,20,13,7,0,1.92,32%,2.64,66%,2.91,47%,81%,0.7
Kuniyoshi Hironaka,Thiago Alves,Welterweight,KO/TKO Knee,2,4:04,Lose,72%,32,23,9,0,1.98,40%,3.01,54%,1.91,30%,25%,0.6,61%,38,23,15,0,3.73,41%,3.42,62%,0.71,60%,63%,0.3
Jonathan Goulet,Dustin Hazelett,Welterweight,SUB Armbar,1,1:14,Lose,66%,35,23,12,0,1.61,41%,2.01,46%,4.17,70%,45%,0.6,63%,19,12,7,0,2.24,40%,3.51,46%,0.55,50%,25%,4.1
Dan Henderson,Quinton Jackson,Light Heavyweight,U-DEC,5,5:00,Lose,68%,47,32,15,0,2.44,47%,2.7,51%,1.52,52%,57%,0.3,76%,49,37,12,0,3.25,54%,2.51,55%,1.52,56%,73%,0.1
Matt Hamill,Michael Bisping,Light Heavyweight,S-DEC,3,5:00,Lose,60%,20,12,8,0,3.69,42%,3.8,61%,3,34%,91%,0,77%,39,30,9,0,4.33,38%,2.71,65%,1.05,43%,63%,0.3
Mirko Filipovic,Cheick Kongo,Heavyweight,U-DEC,3,5:00,Lose,76%,46,35,11,0,2.11,50%,1.89,63%,0.19,40%,78%,0.3,69%,39,27,10,2,3.33,56%,1.28,54%,2.3,56%,52%,0.2
Paul Taylor,Marcus Davis,Welterweight,SUB Armbar,1,4:14,Lose,65%,17,11,6,0,4.44,47%,4.47,55%,0.27,25%,56%,0.5,67%,33,22,11,0,2.72,39%,2.79,65%,1.6,48%,47%,1.4
Alessio Sakara,Houston Alexander,Light Heavyweight,KO/TKO Knee,1,1:01,Lose,63%,30,19,11,0,3.96,47%,2.8,59%,2.18,78%,62%,0,53%,32,17,15,0,3.06,54%,3.2,52%,1.19,57%,33%,0
Terry Etim,Gleison Tibau,Lightweight,U-DEC,3,5:00,Lose,76%,21,16,5,0,2.16,35%,2.53,67%,0.43,30%,39%,1.4,70%,47,33,14,0,1.95,31%,2.51,63%,4.08,53%,92%,0.8
Tomasz Drwal,Thiago Silva,Light Heavyweight,KO/TKO Punches,2,4:23,Lose,78%,27,21,5,1,3.29,38%,2.26,57%,3.55,60%,82%,0.4,76%,25,19,6,0,3.92,50%,2.55,67%,1.03,47%,70%,0.7
Naoyuki Kotani,Dennis Siver,Lightweight,KO/TKO Punch,2,2:04,Lose,62%,55,34,14,7,1.02,31%,2.89,50%,0.83,16%,46%,0.8,68%,34,23,11,0,3.87,32%,2.67,65%,0.87,32%,65%,0.3
Anthony Torres,Jess Liaudin,Welterweight,KO/TKO Punches,1,4:10,Lose,63%,8,5,3,0,3.54,48%,7.52,45%,0,0%,100%,2.2,65%,31,20,11,0,2.46,51%,2.76,41%,3.28,53%,30%,1.6
Gabriel Gonzaga,Randy Couture,Heavyweight,KO/TKO Punches,3,1:37,Lose,61%,28,17,11,0,2.12,45%,2.94,57%,2.8,39%,66%,1.1,63%,30,19,11,0,2.85,57%,1.53,59%,2.78,46%,58%,0.5
Josh Koscheck,Georges St-Pierre,Welterweight,U-DEC,3,5:00,Lose,61%,28,17,11,0,1.79,36%,2.27,63%,2.46,48%,64%,0.4,93%,28,26,2,0,3.78,53%,1.4,72%,4.16,74%,83%,1.1
Alberto Crane,Roger Huerta,Lightweight,KO/TKO Punches,3,1:50,Lose,75%,20,15,5,0,0.43,25%,2.61,57%,0,0%,50%,4,72%,32,23,9,0,3.64,36%,2.33,56%,2.13,46%,52%,0.5
Kurt Pellegrino,Joe Stevenson,Lightweight,U-DEC,3,5:00,Lose,70%,23,16,7,0,2.45,43%,1.94,63%,2.9,54%,69%,0.8,67%,49,33,16,0,2.05,44%,2.44,60%,2.75,44%,39%,2.2
Kendall Grove,Patrick Cote,Middleweight,KO/TKO Punches,1,4:45,Lose,57%,40,23,17,0,2.31,41%,2.4,54%,0.49,45%,56%,1.7,68%,34,23,11,0,2.81,48%,3.21,48%,0.68,20%,43%,0.2
David Heath,Renato Sobral,Light Heavyweight,SUB Anaconda Choke,2,3:30,Lose,72%,25,18,7,0,1.48,30%,5.16,49%,0.33,50%,57%,1,77%,48,37,11,0,2.23,45%,1.53,57%,2.48,42%,65%,2.6
Antoni Hardonk,Frank Mir,Heavyweight,SUB Kimura,1,1:17,Lose,57%,14,8,6,0,3.4,61%,3.07,46%,0,0%,40%,0.9,62%,29,18,11,0,2.18,47%,3.84,38%,2.02,40%,54%,2
Ryan Jensen,Thales Leites,Middleweight,SUB Armbar,1,3:47,Lose,72%,29,21,8,0,2.84,39%,2.99,59%,1.55,50%,31%,1.9,76%,37,28,9,0,2.13,40%,2.99,52%,2.1,27%,30%,1.1
Marcus Aurelio,Clay Guida,Lightweight,S-DEC,3,5:00,Lose,69%,32,22,10,0,1.42,33%,2.27,59%,1.69,27%,27%,1.3,64%,59,38,21,0,2.64,33%,3.01,61%,3.13,36%,67%,0.6
Alvin Robinson,Kenny Florian,Lightweight,KO/TKO Elbows,1,4:30,Lose,63%,24,15,9,0,1.57,50%,1.29,51%,1.24,50%,25%,1.2,70%,20,14,6,0,2.41,40%,1.85,63%,2.22,33%,60%,1.3
Nate Marquardt,Anderson Silva,Middleweight,KO/TKO Punches,1,4:50,Lose,63%,56,35,19,2,2.71,49%,2.32,55%,1.87,51%,70%,0.8,76%,45,34,11,0,3.05,61%,2.05,60%,0.5,77%,69%,0.8
Tito Ortiz,Rashad Evans,Light Heavyweight,U-DEC,3,5:00,Draw,59%,32,19,12,1,2.59,46%,2.88,60%,2.47,35%,54%,0.6,68%,28,19,8,1,2.14,37%,2.42,63%,2.98,44%,73%,0
Hermes Franca,Sean Sherk,Lightweight,U-DEC,5,5:00,Lose,59%,41,24,17,0,1.78,39%,2.85,55%,1.53,36%,37%,2.4,88%,41,36,4,1,2.17,35%,2.71,55%,4.09,46%,56%,0.4
Heath Herring,Antonio Rodrigo Nogueira,Heavyweight,U-DEC,3,5:00,Lose,64%,44,28,16,0,2.37,50%,1.77,54%,1.22,50%,32%,0.7,77%,44,34,10,0,1.95,42%,2.4,55%,1.3,29%,36%,2.4
Mike Nickels,Stephan Bonnar,Light Heavyweight,SUB Rear Naked Choke,1,2:14,Lose,64%,14,9,5,0,4.44,52%,1.11,64%,11.11,80%,0%,2.8,63%,24,15,9,0,2.76,38%,3.01,52%,1.32,40%,60%,1
Diego Saraiva,Jorge Gurgel,Lightweight,U-DEC,3,5:00,Lose,51%,43,22,20,1,1.64,32%,3.58,62%,1.33,40%,0%,0.7,58%,24,14,10,0,3.37,32%,3.62,62%,0.81,23%,60%,0.5
Jason Gilliam,Chris Lytle,Welterweight,SUB Triangle Choke,1,2:15,Lose,61%,23,14,9,0,0.79,33%,3.14,42%,0,0%,0%,0,57%,54,31,18,5,3.76,45%,3.03,58%,0.7,55%,55%,2.4
Mark Bocek,Frankie Edgar,Lightweight,KO/TKO Punches,1,4:55,Lose,71%,17,12,5,0,2.34,43%,2.32,60%,3.65,36%,31%,1.3,66%,35,23,11,1,3.77,40%,2.82,65%,2.29,31%,65%,0.3
Jens Pulver,BJ Penn,Lightweight,SUB Rear Naked Choke,2,3:12,Lose,57%,47,27,19,1,2.12,37%,3.13,56%,0.22,33%,63%,0.3,50%,32,16,14,2,2.76,48%,3.2,56%,1.19,55%,74%,0.5
Manvel Gamburyan,Nate Diaz,Lightweight,SUB Injury,2,0:20,Lose,60%,25,15,10,0,2.13,41%,2.83,55%,3.26,34%,69%,0.7,63%,35,22,13,0,4.57,45%,3.77,52%,1.05,30%,41%,1.3
Floyd Sword,Thales Leites,Middleweight,SUB Arm Triangle,1,3:50,Lose,80%,15,12,3,0,0.78,42%,1.57,40%,0,0%,33%,0,76%,37,28,9,0,2.13,40%,2.99,52%,2.1,27%,30%,1.1
Doug Evans,Roger Huerta,Lightweight,KO/TKO Punches,2,3:30,Lose,57%,23,13,10,0,1.79,35%,2.55,55%,3.19,83%,69%,0.6,72%,32,23,9,0,3.64,36%,2.33,56%,2.13,46%,52%,0.5
Brandon Melendez,Joe Lauzon,Lightweight,SUB Triangle Choke,2,2:09,Lose,50%,50,25,25,0,0.84,26%,0.56,63%,0,0%,25%,0,64%,44,28,16,0,2.84,39%,5.39,54%,2.39,45%,54%,2
Andy Wang,Cole Miller,Lightweight,KO/TKO Kick,1,1:10,Lose,47%,15,7,8,0,3.43,36%,10.29,62%,0,0%,0%,0,66%,32,21,11,0,3,33%,3.88,59%,0.6,36%,38%,1.8
Rob Emerson,Gray Maynard,Lightweight,CNC,2,0:39,NC,60%,30,18,12,0,2.5,30%,2.83,64%,2.02,52%,65%,0.4,65%,20,13,7,0,1.92,32%,2.64,66%,2.91,47%,81%,0.7
Allen Berube,Leonard Garcia,Lightweight,SUB Rear Naked Choke,1,4:22,Lose,57%,7,4,3,0,0.92,80%,0.92,33%,6.87,100%,0%,3.4,56%,32,18,13,1,2.77,24%,4.79,52%,0.3,26%,42%,0.5
Brian Geraghty,Matt Wiman,Lightweight,KO/TKO Punches,1,2:09,Lose,58%,45,26,18,1,0.47,25%,9.77,36%,0,0%,50%,0,62%,26,16,10,0,3.17,50%,3.57,51%,2.13,37%,56%,1.5
Yushin Okami,Rich Franklin,Middleweight,U-DEC,3,5:00,Lose,74%,46,34,12,0,2.06,38%,2.25,60%,1.98,39%,84%,0.5,81%,36,29,7,0,4.1,44%,2.07,62%,1.31,66%,63%,0.7
Hector Ramirez,Forrest Griffin,Light Heavyweight,U-DEC,3,5:00,Lose,59%,17,10,6,1,2.27,41%,4.6,56%,2.3,55%,66%,0.5,73%,26,19,7,0,4.38,36%,2.81,61%,1.05,48%,57%,0.7
Rory Singer,Jason MacDonald,Middleweight,KO/TKO Punches,2,3:18,Lose,55%,20,11,9,0,2.55,39%,2.42,63%,0.39,25%,64%,0.8,61%,41,25,16,0,1.55,52%,2.7,46%,1.43,16%,35%,2
Clay Guida,Tyson Griffin,Lightweight,S-DEC,3,5:00,Lose,64%,59,38,21,0,2.64,33%,3.01,61%,3.13,36%,67%,0.6,67%,24,16,8,0,3.71,41%,2.3,65%,1.87,46%,59%,0.9
Scott Smith,Ed Herman,Middleweight,SUB Rear Naked Choke,2,2:25,Lose,62%,29,18,11,0,1.9,27%,5.87,50%,0.12,6%,58%,0.5,63%,43,27,16,0,3.31,48%,3.71,42%,1.96,47%,59%,1
Jason Tan,Marcus Davis,Welterweight,KO/TKO Punches,1,1:15,Lose,63%,8,5,3,0,0.69,29%,7.37,18%,0,0%,0%,0,67%,33,22,11,0,2.72,39%,2.79,65%,1.6,48%,47%,1.4
Colin Robinson,Eddie Sanchez,Heavyweight,KO/TKO Elbows,2,0:32,Lose,45%,22,10,12,0,6.19,69%,7.91,37%,2.58,100%,50%,5.2,65%,23,15,8,0,3.45,43%,3.3,43%,1.13,26%,42%,0
Stevie Lynch,Dustin Hazelett,Welterweight,SUB Anaconda Choke,1,2:50,Lose,71%,7,5,2,0,2.47,25%,7.06,41%,0,0%,0%,0,63%,19,12,7,0,2.24,40%,3.51,46%,0.55,50%,25%,4.1
Sam Stout,Spencer Fisher,Lightweight,U-DEC,3,5:00,Lose,61%,33,20,12,1,4.17,28%,4.08,57%,0.63,38%,77%,0.1,73%,33,24,9,0,3.17,43%,3.03,64%,0.67,30%,60%,0.8
Roan Carneiro,Jon Fitch,Welterweight,SUB Rear Naked Choke,2,1:07,Lose,66%,32,21,11,0,1.46,46%,1.82,62%,3.05,42%,83%,1.4,81%,37,30,7,0,2.61,50%,1.65,54%,3.6,51%,56%,0.8
Jordan Radev,Drew McFedries,Middleweight,KO/TKO Punch,1,0:33,Lose,82%,28,23,5,0,1.35,23%,2.38,66%,0,0%,80%,0,63%,19,12,7,0,5.13,51%,4.56,52%,1.42,100%,56%,0.7
Jason Black,Thiago Tavares,Lightweight,SUB Triangle Choke,2,2:49,Lose,82%,28,23,4,1,1.06,47%,2.6,45%,0.48,33%,28%,6.2,72%,29,21,7,1,2,40%,2.31,62%,3.83,42%,62%,1.5
Luigi Fioravanti,Forrest Petz,Welterweight,U-DEC,3,5:00,Lose,63%,41,26,15,0,2.23,42%,2.21,69%,3.76,63%,67%,0.9,72%,36,26,10,0,2.27,29%,2.2,57%,1.3,100%,66%,0
Pete Spratt,Tamdan McCrory,Welterweight,SUB Triangle Choke,2,2:04,Lose,52%,48,25,23,0,1.63,48%,1.33,55%,0.3,100%,46%,0.3,74%,19,14,5,0,2.07,49%,1.6,46%,2.28,50%,33%,2.5
Jeff Cox,Gleison Tibau,Lightweight,SUB Arm Triangle,1,1:52,Lose,59%,17,10,7,0,0.56,25%,1.69,33%,4.23,50%,80%,0,70%,47,33,14,0,1.95,31%,2.51,63%,4.08,53%,92%,0.8
Chad Reiner,Anthony Johnson,Welterweight,KO/TKO Punches,1,0:13,Lose,65%,51,33,18,0,0.53,20%,1.97,46%,0.99,33%,25%,2,79%,28,22,6,0,3.25,47%,1.83,60%,2.43,57%,77%,0.6
Luke Caudillo,Nate Mohr,Lightweight,U-DEC,3,5:00,Lose,50%,34,17,17,0,1.97,28%,5.07,55%,0.44,20%,85%,0,56%,16,9,7,0,3.79,41%,2.5,74%,0.45,50%,71%,0
Chuck Liddell,Quinton Jackson,Light Heavyweight,KO/TKO Punch,1,1:53,Lose,72%,29,21,8,0,2.97,35%,2.71,56%,0.44,75%,81%,0,76%,49,37,12,0,3.25,54%,2.51,55%,1.52,56%,73%,0.1
Joshua Burkman,Karo Parisyan,Welterweight,U-DEC,3,5:00,Lose,64%,44,28,16,0,2.69,43%,3.13,51%,2.53,36%,72%,0.3,69%,35,24,11,0,2.49,41%,2.19,58%,5.27,59%,59%,1
Ivan Salaverry,Terry Martin,Middleweight,KO/TKO,1,2:04,Lose,61%,23,14,9,0,3.01,47%,1.19,76%,0.49,18%,36%,2.5,68%,34,23,11,0,2.82,43%,3.13,54%,3.1,42%,92%,0
Keith Jardine,Houston Alexander,Light Heavyweight,KO/TKO Punch,1,0:48,Lose,57%,30,17,11,2,3.25,36%,2.98,59%,1.18,45%,62%,0.7,53%,32,17,15,0,3.06,54%,3.2,52%,1.19,57%,33%,0
Chris Leben,Kalib Starnes,Middleweight,U-DEC,3,5:00,Lose,67%,33,22,11,0,2.87,42%,2.87,52%,1.14,41%,53%,0.8,59%,29,17,11,1,2.71,48%,4.43,53%,1.46,33%,25%,0.6
James Irvin,Thiago Silva,Light Heavyweight,KO/TKO,1,1:06,Lose,63%,27,17,10,0,2.03,48%,3.86,35%,0,0%,36%,0.5,76%,25,19,6,0,3.92,50%,2.55,67%,1.03,47%,70%,0.7
Sean Salmon,Alan Belcher,Light Heavyweight,SUB Guillotine Choke,1,0:53,Lose,46%,39,18,21,0,1.49,33%,2.03,65%,4.06,50%,0%,0,69%,26,18,8,0,2.7,41%,3.1,59%,0.44,26%,55%,0.9
Jeremy Stephens,Din Thomas,Lightweight,SUB Armbar,2,2:44,Lose,60%,47,28,19,0,3.17,40%,3.05,58%,1.16,38%,65%,0.4,74%,35,26,9,0,1.85,37%,2.6,59%,1.38,52%,76%,1.2
Carmelo Marrero,Wilson Gouveia,Light Heavyweight,SUB Guillotine Choke,1,3:06,Lose,73%,22,16,6,0,0.84,34%,2.04,54%,3.21,36%,36%,0.9,64%,22,14,8,0,3.02,39%,4.06,56%,0.9,66%,57%,2.2
Mirko Filipovic,Gabriel Gonzaga,Heavyweight,KO/TKO Kick,1,4:51,Lose,76%,46,35,11,0,2.11,50%,1.89,63%,0.19,40%,78%,0.3,61%,28,17,11,0,2.12,45%,2.94,57%,2.8,39%,66%,1.1
Fabricio Werdum,Andrei Arlovski,Heavyweight,U-DEC,3,5:00,Lose,71%,34,24,9,1,3.59,52%,2.64,55%,1.75,31%,31%,1.2,60%,57,34,23,0,3.78,45%,3.2,57%,0.38,36%,76%,0.2
Elvis Sinosic,Michael Bisping,Light Heavyweight,KO/TKO Punches,2,1:40,Lose,35%,20,7,11,2,1.13,37%,4.6,53%,0,0%,0%,1.2,77%,39,30,9,0,4.33,38%,2.71,65%,1.05,43%,63%,0.3
David Heath,Lyoto Machida,Light Heavyweight,U-DEC,3,5:00,Lose,72%,25,18,7,0,1.48,30%,5.16,49%,0.33,50%,57%,1,75%,32,24,8,0,2.59,53%,1.57,61%,1.21,65%,75%,0.4
Assuerio Silva,Cheick Kongo,Heavyweight,M-DEC,3,5:00,Lose,67%,24,16,8,0,1.42,46%,4.2,54%,2.66,34%,25%,1.8,69%,39,27,10,2,3.33,56%,1.28,54%,2.3,56%,52%,0.2
Matt Grice,Terry Etim,Lightweight,SUB Guillotine Choke,1,4:48,Lose,75%,20,15,5,0,4.09,53%,2.69,56%,2.19,37%,82%,0.5,76%,21,16,5,0,2.16,35%,2.53,67%,0.43,30%,39%,1.4
David Lee,Junior Assuncao,Lightweight,SUB Rear Naked Choke,2,1:55,Lose,55%,22,12,10,0,1.49,50%,3.31,42%,0,0%,50%,0,73%,22,16,6,0,3.31,62%,2.06,44%,2.43,24%,66%,0.7
Victor Valimaki,Alessio Sakara,Light Heavyweight,KO/TKO Punch,1,1:44,Lose,64%,28,18,10,0,3.94,30%,2.99,67%,0.9,14%,0%,0,63%,30,19,11,0,3.96,47%,2.8,59%,2.18,78%,62%,0
Dennis Siver,Jess Liaudin,Welterweight,SUB Armbar,1,1:21,Lose,68%,34,23,11,0,3.87,32%,2.67,65%,0.87,32%,65%,0.3,65%,31,20,11,0,2.46,51%,2.76,41%,3.28,53%,30%,1.6
Edilberto de Oliveira,Paul Taylor,Welterweight,KO/TKO Kick,3,0:37,Lose,63%,46,29,15,2,4.12,32%,6.79,61%,0,0%,0%,0,65%,17,11,6,0,4.44,47%,4.47,55%,0.27,25%,56%,0.5
Georges St-Pierre,Matt Serra,Welterweight,KO/TKO Punches,1,3:25,Lose,93%,28,26,2,0,3.78,53%,1.4,72%,4.16,74%,83%,1.1,61%,18,11,7,0,1.98,39%,2.64,46%,2.05,20%,38%,0.9
Diego Sanchez,Josh Koscheck,Welterweight,U-DEC,3,5:00,Lose,70%,44,31,13,0,2.69,37%,3.02,56%,1.51,24%,46%,0.8,61%,28,17,11,0,1.79,36%,2.27,63%,2.46,48%,64%,0.4
Leonard Garcia,Roger Huerta,Lightweight,U-DEC,3,5:00,Lose,56%,32,18,13,1,2.77,24%,4.79,52%,0.3,26%,42%,0.5,72%,32,23,9,0,3.64,36%,2.33,56%,2.13,46%,52%,0.5
Mike Swick,Yushin Okami,Middleweight,U-DEC,3,5:00,Lose,71%,21,15,6,0,2.36,37%,2.29,54%,1.06,50%,61%,0.6,74%,46,34,12,0,2.06,38%,2.25,60%,1.98,39%,84%,0.5
Alan Belcher,Kendall Grove,Middleweight,SUB D'Arce Choke,2,4:42,Lose,69%,26,18,8,0,2.7,41%,3.1,59%,0.44,26%,55%,0.9,57%,40,23,17,0,2.31,41%,2.4,54%,0.49,45%,56%,1.7
Brad Imes,Heath Herring,Heavyweight,U-DEC,3,5:00,Lose,65%,20,13,7,0,2.73,31%,4.24,49%,1.72,71%,0%,1,64%,44,28,16,0,2.37,50%,1.77,54%,1.22,50%,32%,0.7
Pete Sell,Thales Leites,Middleweight,U-DEC,3,5:00,Lose,59%,17,10,7,0,2.6,42%,3.65,51%,0.91,21%,47%,0.9,76%,37,28,9,0,2.13,40%,2.99,52%,2.1,27%,30%,1.1
Pete Spratt,Marcus Davis,Welterweight,SUB Ankle Lock,2,2:57,Lose,52%,48,25,23,0,1.63,48%,1.33,55%,0.3,100%,46%,0.3,67%,33,22,11,0,2.72,39%,2.79,65%,1.6,48%,47%,1.4
Josh Haynes,Luke Cummo,Welterweight,KO/TKO Punches,2,2:45,Lose,56%,25,14,11,0,1.25,22%,4.03,52%,0.94,18%,42%,0,50%,12,6,6,0,1.74,43%,1.5,59%,0.89,55%,42%,1.4
Melvin Guillard,Joe Stevenson,Lightweight,SUB Guillotine Choke,1,0:27,Lose,64%,50,32,18,0,2.96,40%,1.85,66%,1.3,63%,61%,0.2,67%,49,33,16,0,2.05,44%,2.44,60%,2.75,44%,39%,2.2
Antoni Hardonk,Justin McCully,Heavyweight,U-DEC,3,5:00,Lose,57%,14,8,6,0,3.4,61%,3.07,46%,0,0%,40%,0.9,61%,18,11,5,2,1.58,37%,2.02,46%,1.28,44%,43%,0
Dokonjonosuke Mishima,Kenny Florian,Lightweight,SUB Rear Naked Choke,3,3:57,Lose,70%,30,21,7,2,1.06,41%,1.22,52%,2.47,40%,25%,1.4,70%,20,14,6,0,2.41,40%,1.85,63%,2.22,33%,60%,1.3
Seth Petruzelli,Wilson Gouveia,Light Heavyweight,SUB Guillotine Choke,2,0:39,Lose,64%,22,14,8,0,2.17,41%,2.08,55%,0.46,50%,47%,2.3,64%,22,14,8,0,3.02,39%,4.06,56%,0.9,66%,57%,2.2
Keita Nakamura,Drew Fickett,Welterweight,U-DEC,3,5:00,Lose,77%,44,34,10,0,2.23,36%,3.2,58%,1.65,48%,63%,0.3,67%,63,42,21,0,2.33,41%,2.29,57%,1.3,35%,30%,2.2
Nate Mohr,Kurt Pellegrino,Lightweight,SUB Ankle Lock,1,2:58,Lose,56%,16,9,7,0,3.79,41%,2.5,74%,0.45,50%,71%,0,70%,23,16,7,0,2.45,43%,1.94,63%,2.9,54%,69%,0.8
Forrest Petz,Kuniyoshi Hironaka,Welterweight,U-DEC,3,5:00,Lose,72%,36,26,10,0,2.27,29%,2.2,57%,1.3,100%,66%,0,72%,32,23,9,0,1.98,40%,3.01,54%,1.91,30%,25%,0.6
Rich Clementi,Roan Carneiro,Welterweight,U-DEC,3,5:00,Lose,65%,69,45,23,1,1.43,37%,2.29,60%,1.72,42%,25%,1.1,66%,32,21,11,0,1.46,46%,1.82,62%,3.05,42%,83%,1.4
Naoyuki Kotani,Thiago Tavares,Lightweight,U-DEC,3,5:00,Lose,62%,55,34,14,7,1.02,31%,2.89,50%,0.83,16%,46%,0.8,72%,29,21,7,1,2,40%,2.31,62%,3.83,42%,62%,1.5
Tim Sylvia,Randy Couture,Heavyweight,U-DEC,5,5:00,Lose,76%,41,31,10,0,4.23,41%,2.61,61%,0.11,100%,75%,0.1,63%,30,19,11,0,2.85,57%,1.53,59%,2.78,46%,58%,0.5
Drew McFedries,Martin Kampmann,Middleweight,SUB Arm Triangle,1,4:06,Lose,63%,19,12,7,0,5.13,51%,4.56,52%,1.42,100%,56%,0.7,74%,27,20,7,0,3.22,42%,3.28,62%,1.86,41%,78%,2
Jason MacDonald,Rich Franklin,Middleweight,KO/TKO,2,5:00,Lose,61%,41,25,16,0,1.55,52%,2.7,46%,1.43,16%,35%,2,81%,36,29,7,0,4.1,44%,2.07,62%,1.31,66%,63%,0.7
Chris Lytle,Matt Hughes,Welterweight,U-DEC,3,5:00,Lose,57%,54,31,18,5,3.76,45%,3.03,58%,0.7,55%,55%,2.4,83%,54,45,9,0,2.14,53%,1.36,53%,2.95,50%,35%,1.2
Renato Sobral,Jason Lambert,Light Heavyweight,KO/TKO Punch,2,3:36,Lose,77%,48,37,11,0,2.23,45%,1.53,57%,2.48,42%,65%,2.6,67%,39,26,13,0,3.21,58%,1.84,50%,1.35,36%,28%,2.4
Rex Holman,Matt Hamill,Light Heavyweight,KO/TKO Punches,1,4:00,Lose,67%,6,4,2,0,2.75,34%,7.25,40%,0,0%,100%,0,60%,20,12,8,0,3.69,42%,3.8,61%,3,34%,91%,0
Luigi Fioravanti,Jon Fitch,Welterweight,SUB Rear Naked Choke,2,3:05,Lose,63%,41,26,15,0,2.23,42%,2.21,69%,3.76,63%,67%,0.9,81%,37,30,7,0,2.61,50%,1.65,54%,3.6,51%,56%,0.8
Jason Dent,Gleison Tibau,Lightweight,U-DEC,3,5:00,Lose,63%,35,22,13,0,2.01,39%,3.7,62%,0,0%,26%,1.4,70%,47,33,14,0,1.95,31%,2.51,63%,4.08,53%,92%,0.8
Jason Gilliam,Jamie Varner,Lightweight,SUB Rear Naked Choke,1,1:34,Lose,61%,23,14,9,0,0.79,33%,3.14,42%,0,0%,0%,0,66%,32,21,11,0,2.92,34%,2.55,58%,3.49,53%,66%,0.8
Travis Lutter,Anderson Silva,Middleweight,SUB Triangle Choke,2,2:11,Lose,63%,16,10,6,0,0.41,32%,2.42,42%,1.95,24%,30%,0.7,76%,45,34,11,0,3.05,61%,2.05,60%,0.5,77%,69%,0.8
