Fighter1,Fighter2,Weight Class,Winning Method,Round,Time,Win/Loss (Fighter1),Win Rate (Fighter 1),Total Fights (Fighter 1),Win (Fighter 1),Lose (Fighter 1),Draw (Fighter 1),SLpM (Fighter 1),Str. Acc. (Fighter 1),SApM (Fighter 1),Str. Def (Fighter 1),TD Avg. (Fighter 1),TD Acc. (Fighter 1),TD Def. (Fighter 1),Sub. Avg. (Fighter 1),Win Rate (Fighter 2),Total Fights (Fighter 2),Win (Fighter 2),Lose (Fighter 2),Draw (Fighter 2),SLpM (Fighter 2),Str. Acc. (Fighter 2),SApM (Fighter 2),Str. Def (Fighter 2),TD Avg. (Fighter 2),TD Acc. (Fighter 2),TD Def. (Fighter 2),Sub. Avg. (Fighter 2)
Ben Saunders,Court McGee,Welterweight,U-DEC,3,5:00,Win,59%,37,22,13,2,3.23,50%,3.58,51%,0.2,40%,66%,1.3,63%,35,22,13,0,4.6,37%,3.62,61%,1.84,25%,69%,0.4
Sergio Pettis,John Moraga,Flyweight,U-DEC,3,5:00,Win,78%,23,18,5,0,3.88,37%,2.91,65%,0.85,40%,67%,0.4,73%,26,19,7,0,2.57,43%,2.55,56%,0.62,23%,44%,1.1
Drakkar Klose,Devin Powell,Lightweight,U-DEC,3,5:00,Win,82%,17,14,2,1,4.33,55%,3.4,52%,1.78,30%,68%,0,69%,13,9,4,0,2.88,41%,3.67,51%,0,0%,0%,0.6
Augusto Mendes,Frankie Saenz,Bantamweight,S-DEC,3,5:00,Win,75%,8,6,2,0,2.42,34%,3.91,56%,1.75,33%,80%,0,65%,20,13,7,0,3.94,47%,3.5,52%,1.74,31%,61%,0.1
Aleksei Oleinik,Viktor Pesta,Heavyweight,SUB Ezekiel Choke,1,2:57,Win,77%,78,60,17,1,3.29,48%,3.8,44%,1.82,46%,37%,1.9,71%,14,10,4,0,1.58,36%,2.54,56%,3.29,28%,100%,0
Anthony Rocco Martin,Alex White,Lightweight,U-DEC,3,5:00,Win,74%,23,17,6,0,2.68,37%,2.59,58%,0.71,27%,68%,1,68%,19,13,6,0,3.76,42%,3.07,60%,0.92,28%,71%,0.5
Nina Nunes,Jocelyn Jones-Lybarger,Women's Strawweight,SUB Rear Naked Choke,3,3:39,Win,61%,18,11,7,0,4.39,45%,3.47,55%,0.24,33%,73%,0.5,60%,10,6,4,0,2.96,31%,4.83,56%,0.34,25%,81%,0
Walt Harris,Chase Sherman,Heavyweight,KO/TKO Knee,2,2:41,Win,57%,23,13,10,0,3.05,39%,3.33,54%,0.29,28%,70%,0.1,57%,28,16,12,0,6.04,45%,6.65,52%,0.09,50%,74%,0
Joachim Christensen,Bojan Mihajlovic,Light Heavyweight,KO/TKO Punches,3,2:05,Win,70%,20,14,6,0,3.78,41%,3.29,46%,0,0%,0%,0,63%,16,10,6,0,1.23,35%,5.95,47%,0,0%,33%,0
Cyril Asker,Dmitrii Smoliakov,Heavyweight,KO/TKO Punches,1,2:41,Win,69%,13,9,4,0,3.35,39%,5.82,35%,4.41,62%,100%,0.9,75%,12,9,3,0,1.44,42%,3.81,55%,0,0%,75%,0
Amanda Nunes,Ronda Rousey,Women's Bantamweight,KO/TKO Punches,1,0:48,Win,82%,28,23,5,0,4.55,51%,2.62,57%,2.73,54%,82%,0.7,86%,14,12,2,0,4.17,52%,4.14,44%,6.26,68%,50%,4.8
Cody Garbrandt,Dominick Cruz,Bantamweight,U-DEC,5,5:00,Win,70%,20,14,6,0,2.98,40%,3.76,60%,1.03,34%,80%,0,86%,28,24,4,0,3.91,33%,2.61,70%,2.82,42%,83%,0.1
TJ Dillashaw,John Lineker,Bantamweight,U-DEC,3,5:00,Win,78%,23,18,5,0,5.09,41%,3.47,62%,1.56,30%,77%,0.8,78%,40,31,9,0,5.36,40%,4.27,56%,0.56,58%,67%,0.6
Dong Hyun Kim,Tarec Saffiedine,Welterweight,S-DEC,3,5:00,Win,85%,26,22,4,0,2.12,49%,1.89,58%,2.93,43%,71%,0.6,70%,23,16,7,0,4.05,47%,3.06,62%,0.52,36%,84%,0.1
Ray Borg,Louis Smolka,Flyweight,U-DEC,3,5:00,Win,72%,18,13,5,0,1.52,52%,1.93,48%,3.89,50%,46%,1,65%,26,17,9,0,4.67,47%,4.11,53%,1.69,35%,32%,1.8
Neil Magny,Johny Hendricks,Welterweight,U-DEC,3,5:00,Win,71%,41,29,12,0,3.47,46%,2.42,52%,2.17,40%,54%,0.3,69%,26,18,8,0,3.49,45%,3.99,53%,3.83,46%,63%,0.3
Antonio Carlos Junior,Marvin Vettori,Middleweight,U-DEC,3,5:00,Win,69%,16,11,5,0,1.95,42%,2.14,52%,3.42,39%,53%,0.8,70%,27,19,7,1,4.56,45%,4.24,56%,1.66,45%,69%,0.5
Alex Garcia,Mike Pyle,Welterweight,KO/TKO Punch,1,3:34,Win,71%,21,15,6,0,1.81,31%,3.03,59%,3.72,52%,66%,0.1,64%,42,27,14,1,2.74,45%,2.84,60%,1.8,35%,70%,1.5
Niko Price,Brandon Thatch,Welterweight,SUB Arm Triangle,1,4:30,Win,68%,22,15,7,0,5.46,42%,5.6,48%,0.7,20%,64%,0.7,69%,16,11,5,0,2.7,42%,3.63,52%,1.36,66%,50%,0.7
Alex Oliveira,Tim Means,Welterweight,CNC,1,3:33,NC,65%,34,22,12,0,2.99,51%,2.55,46%,2.35,38%,63%,0.6,69%,48,33,15,0,5.1,49%,3.65,60%,1.16,42%,65%,0.2
Michelle Waterson-Gomez,Paige VanZant,Women's Strawweight,SUB Rear Naked Choke,1,3:21,Win,60%,30,18,12,0,3.56,46%,4.19,49%,1.42,32%,70%,0.7,62%,13,8,5,0,3.35,52%,2.62,42%,1.27,33%,34%,1
Mickey Gall,Sage Northcutt,Welterweight,SUB Rear Naked Choke,2,1:40,Win,58%,12,7,5,0,2.94,46%,4.25,49%,1.21,30%,36%,1.9,85%,13,11,2,0,3.58,52%,1.96,58%,1.81,34%,41%,0.6
Urijah Faber,Brad Pickett,Bantamweight,U-DEC,3,5:00,Win,76%,46,35,11,0,2.65,40%,2.59,64%,1.54,30%,58%,0.8,64%,39,25,14,0,3.02,31%,4.63,55%,2.47,44%,58%,0.4
Alan Jouban,Mike Perry,Welterweight,U-DEC,3,5:00,Win,71%,24,17,7,0,5.67,50%,3.77,60%,0.51,44%,58%,0.3,64%,22,14,8,0,4.32,47%,5.16,52%,0.81,40%,78%,0.2
Paul Craig,Henrique da Silva,Light Heavyweight,SUB Armbar,2,1:59,Win,68%,25,17,7,1,2.42,46%,2.86,45%,1.76,22%,37%,1.6,74%,19,14,5,0,3.89,60%,5.28,40%,0.25,14%,22%,0.2
Mizuto Hirota,Cole Miller,Featherweight,U-DEC,3,5:00,Win,60%,30,18,10,2,3.36,40%,3.5,54%,1.36,50%,58%,0.1,66%,32,21,11,0,3,33%,3.88,59%,0.6,36%,38%,1.8
Colby Covington,Bryan Barberena,Welterweight,U-DEC,3,5:00,Win,81%,21,17,4,0,3.88,38%,2.98,55%,3.79,44%,67%,0.2,60%,30,18,12,0,5.35,48%,4.59,44%,0.13,22%,50%,0.3
Alex Morono,James Moontasri,Welterweight,U-DEC,3,5:00,Win,73%,33,24,9,0,4.87,40%,4.16,58%,0.32,22%,55%,0.4,64%,14,9,5,0,2.39,48%,3.86,40%,0,0%,79%,0.2
Josh Emmett,Scott Holtzman,Lightweight,U-DEC,3,5:00,Win,83%,23,19,4,0,4.04,36%,4.61,61%,0.91,37%,46%,0.1,70%,20,14,6,0,4.32,47%,3.66,55%,1.88,56%,67%,0.2
Leslie Smith,Irene Aldana,Women's Bantamweight,U-DEC,3,5:00,Win,56%,18,10,7,1,7.56,40%,8.41,51%,0,0%,62%,0,68%,22,15,7,0,5.24,40%,6.33,57%,0.16,50%,76%,0.2
Eddie Wineland,Takeya Mizugaki,Bantamweight,KO/TKO Punches,1,3:04,Win,59%,41,24,16,1,3.4,29%,3.76,68%,0.34,33%,86%,0.1,62%,34,21,11,2,3.37,37%,3.27,57%,1.46,57%,70%,0.1
Hector Sandoval,Fredy Serrano,Flyweight,U-DEC,3,5:00,Win,78%,18,14,4,0,3.31,52%,2.33,65%,3.49,25%,71%,1.4,60%,5,3,2,0,1.58,26%,1.89,61%,2.84,25%,84%,0
Sultan Aliev,Bojan Velickovic,Welterweight,S-DEC,3,5:00,Win,83%,18,15,3,0,1.41,45%,2.2,56%,1.76,38%,100%,0,68%,22,15,6,1,2.18,34%,2.31,57%,0.67,25%,55%,0.5
Max Holloway,Anthony Pettis,Featherweight,KO/TKO Punches,3,4:50,Win,79%,33,26,7,0,7.17,48%,4.72,59%,0.25,53%,84%,0.3,71%,34,24,10,0,3.05,47%,3.44,54%,0.61,50%,60%,1.1
Donald Cerrone,Matt Brown,Welterweight,KO/TKO Kick,3,0:34,Win,68%,53,36,17,0,4.41,46%,4.48,53%,1.16,33%,73%,1.2,58%,45,26,19,0,3.76,55%,2.92,55%,1.68,46%,63%,1.3
Cub Swanson,Dooho Choi,Featherweight,U-DEC,3,5:00,Win,69%,42,29,13,0,4.7,50%,3.84,59%,1.09,52%,61%,0.4,74%,19,14,4,1,4.74,53%,4.91,54%,0.29,20%,50%,0
Kelvin Gastelum,Tim Kennedy,Middleweight,KO/TKO Punches,3,2:45,Win,67%,27,18,9,0,3.55,41%,3.23,58%,0.96,30%,59%,0.1,75%,24,18,6,0,2.78,47%,1.84,62%,2.58,35%,70%,0.7
Emil Meek,Jordan Mein,Welterweight,U-DEC,3,5:00,Win,64%,14,9,5,0,2.52,39%,2.53,38%,0.25,33%,47%,1,72%,43,31,12,0,3.35,44%,2.55,69%,1.56,58%,66%,0.2
Misha Cirkunov,Nikita Krylov,Light Heavyweight,SUB Guillotine Choke,1,4:38,Win,63%,24,15,9,0,3.86,51%,3.06,57%,4.15,39%,76%,1.7,77%,39,30,9,0,4.38,55%,2.47,44%,2.29,38%,53%,1.4
Olivier Aubin-Mercier,Drew Dober,Lightweight,SUB Rear Naked Choke,2,2:57,Win,69%,16,11,5,0,2.48,51%,2.97,55%,2.36,33%,70%,0.5,68%,40,27,13,0,4.34,40%,4.23,51%,0.71,18%,56%,0.1
Viviane Pereira,Valerie Letourneau,Women's Strawweight,S-DEC,3,5:00,Win,87%,15,13,2,0,2.7,30%,4.48,58%,0.25,100%,28%,0.2,57%,14,8,6,0,4.51,37%,5.4,58%,0.77,45%,66%,0.3
Matthew Lopez,Mitch Gagnon,Bantamweight,U-DEC,3,5:00,Win,71%,14,10,4,0,3.13,50%,3.73,55%,3.32,60%,71%,1.3,71%,17,12,5,0,2.76,46%,2.21,61%,1.16,25%,65%,1.9
Lando Vannata,John Makdessi,Lightweight,KO/TKO Kick,1,1:40,Win,57%,21,12,7,2,4.52,45%,4.76,55%,1.09,37%,69%,0.3,67%,27,18,9,0,5.52,49%,4.15,68%,0,0%,86%,0
Rustam Khabilov,Jason Saggo,Lightweight,U-DEC,3,5:00,Win,86%,28,24,4,0,1.98,34%,2.16,65%,3.95,41%,61%,0.1,75%,16,12,4,0,2.5,39%,2.94,52%,2.33,40%,23%,0
Dustin Ortiz,Zach Makovsky,Flyweight,S-DEC,3,5:00,Win,70%,27,19,8,0,2.94,44%,2.17,56%,3.01,36%,52%,0.1,71%,28,20,8,0,1.94,43%,2.24,62%,3.71,30%,56%,0.3
Derrick Lewis,Shamil Abdurakhimov,Heavyweight,KO/TKO Punches,4,3:42,Win,69%,39,27,12,0,2.43,50%,2.48,40%,0.53,26%,53%,0,71%,28,20,8,0,2.41,44%,3.02,55%,1.01,23%,45%,0.1
Francis Ngannou,Anthony Hamilton,Heavyweight,SUB Kimura,1,1:57,Win,85%,20,17,3,0,2.33,41%,2.16,41%,0.76,62%,71%,0.3,63%,24,15,9,0,3.91,65%,3.02,45%,2.62,42%,78%,0
Corey Anderson,Sean O'Connell,Light Heavyweight,KO/TKO Punches,2,2:36,Win,74%,19,14,5,0,4.43,46%,2.22,59%,4.89,50%,83%,0,65%,26,17,9,0,5.46,48%,6.77,45%,0,0%,30%,0.5
Gian Villante,Saparbeg Safarov,Light Heavyweight,KO/TKO Punches,2,2:54,Win,55%,31,17,14,0,4.38,44%,5.47,55%,0.45,23%,83%,0,75%,12,9,3,0,4.03,48%,2.96,47%,2.52,41%,33%,0
Justine Kish,Ashley Yoder,Women's Strawweight,U-DEC,3,5:00,Win,64%,11,7,4,0,4.51,48%,4.59,57%,0.87,33%,50%,0.1,47%,17,8,9,0,3.42,39%,4.13,47%,1.09,27%,66%,0.6
Randy Brown,Brian Camozzi,Welterweight,KO/TKO Knee,2,1:25,Win,78%,23,18,5,0,4.37,46%,3.33,54%,0.78,39%,74%,0.5,58%,12,7,5,0,3.15,26%,6.39,54%,0,0%,0%,0.7
Gerald Meerschaert,Joseph Gigliotti,Middleweight,SUB Anaconda Choke,1,4:12,Win,68%,53,36,17,0,3.18,45%,3.37,53%,2.17,38%,34%,1.6,78%,9,7,2,0,1.04,39%,2.92,45%,1.56,100%,50%,0.8
Andrew Sanchez,Trevor Smith,Middleweight,U-DEC,3,5:00,Win,65%,20,13,7,0,4.3,43%,5.1,50%,2.55,36%,100%,0,60%,25,15,10,0,3.29,55%,3.31,51%,1.7,32%,60%,0.7
Shane Burgos,Tiago dos Santos e Silva,Featherweight,U-DEC,3,5:00,Win,83%,18,15,3,0,7.4,52%,6.78,56%,0.43,44%,91%,0.4,74%,27,20,7,0,3.69,35%,4.23,59%,0.63,11%,33%,0.3
Marc Diakiese,Frankie Perez,Lightweight,U-DEC,3,5:00,Win,71%,24,17,7,0,2.54,40%,2.64,52%,3.29,43%,66%,0,71%,14,10,4,0,1.64,41%,2.17,54%,1.75,41%,50%,0.3
Ryan Janes,Keith Berish,Middleweight,U-DEC,3,5:00,Win,77%,13,10,3,0,7.69,48%,5.53,59%,0.35,100%,58%,0,83%,6,5,1,0,3.58,36%,4.81,62%,1.76,40%,0%,0
Juliana Lima,JJ Aldrich,Women's Strawweight,U-DEC,3,5:00,Win,64%,14,9,5,0,1.94,44%,2.11,55%,1.72,31%,70%,0,68%,19,13,6,0,4.05,46%,4.53,60%,0.71,25%,66%,0
Demetrious Johnson,Tim Elliott,Flyweight,U-DEC,5,5:00,Win,87%,31,27,3,1,3.43,54%,1.66,67%,3.35,56%,65%,0.5,60%,35,21,13,1,3.39,44%,2.66,56%,3.73,47%,59%,1
Joseph Benavidez,Henry Cejudo,Flyweight,S-DEC,3,5:00,Win,78%,36,28,8,0,3.52,34%,2.67,61%,1.41,30%,62%,0.6,80%,20,16,4,0,3.77,46%,3.29,60%,1.99,32%,75%,0.2
Jorge Masvidal,Jake Ellenberger,Welterweight,KO/TKO Punches,1,4:05,Win,67%,52,35,17,0,4.05,47%,3.05,64%,1.38,59%,72%,0.3,67%,46,31,15,0,2.47,39%,2.83,60%,2.04,47%,86%,0.4
Jared Cannonier,Ion Cutelaba,Light Heavyweight,U-DEC,3,5:00,Win,74%,23,17,6,0,4.68,52%,4.13,59%,0.44,42%,63%,0,63%,27,17,10,0,4.44,43%,3.43,47%,4.17,57%,76%,0
Sara McMann,Alexis Davis,Women's Bantamweight,SUB Arm Triangle,2,2:52,Win,68%,19,13,6,0,2.26,46%,1.92,47%,4.38,65%,50%,0.5,66%,32,21,11,0,4.63,49%,4.45,54%,0.95,44%,34%,0.7
Brandon Moreno,Ryan Benoit,Flyweight,S-DEC,3,5:00,Win,68%,31,21,8,2,3.87,44%,3.63,59%,1.74,46%,63%,0.5,56%,18,10,8,0,2.88,39%,3.65,58%,0.28,22%,72%,0.4
Ryan Hall,Gray Maynard,Featherweight,U-DEC,3,5:00,Win,82%,11,9,2,0,2.38,50%,1.33,65%,0.22,9%,0%,2.2,65%,20,13,7,0,1.92,32%,2.64,66%,2.91,47%,81%,0.7
Rob Font,Matt Schnell,Bantamweight,KO/TKO Punch,1,3:47,Win,71%,28,20,8,0,5.53,45%,3.65,56%,0.89,35%,46%,0.3,67%,24,16,8,0,4.23,38%,4.56,55%,0.59,44%,50%,1
Dong Hyun Ma,Brendan O'Reilly,Lightweight,U-DEC,3,5:00,Win,53%,30,16,11,3,2.84,41%,4.1,54%,1.27,53%,33%,0,67%,9,6,3,0,1.9,47%,2.77,39%,2.22,43%,36%,0.6
Jamie Moyle,Kailin Curran,Women's Strawweight,U-DEC,3,5:00,Win,57%,7,4,3,0,4.51,51%,4,65%,1,21%,50%,0,44%,9,4,5,0,3.89,43%,4.75,53%,2,57%,61%,0.6
Anthony Smith,Elvis Mutapcic,Middleweight,KO/TKO Elbow,2,3:27,Win,66%,56,37,19,0,3.21,48%,4.47,46%,0.49,26%,48%,0.6,68%,22,15,6,1,3.41,40%,4.27,38%,0,0%,81%,0
Devin Clark,Josh Stansbury,Light Heavyweight,U-DEC,3,5:00,Win,61%,23,14,9,0,3.03,54%,3.24,44%,2.17,32%,58%,0.1,33%,12,4,8,0,3.22,54%,3.54,54%,0,0%,87%,1
Robert Whittaker,Derek Brunson,Middleweight,KO/TKO Kick,1,4:07,Win,79%,33,26,7,0,4.57,42%,3.45,59%,0.81,38%,82%,0,72%,32,23,9,0,3.51,47%,3.05,51%,3.14,33%,85%,0.6
Andrew Holbrook,Jake Matthews,Lightweight,S-DEC,3,5:00,Win,80%,15,12,3,0,2.2,49%,3,54%,0.85,18%,10%,2.1,73%,26,19,7,0,3.3,45%,2.56,60%,1.59,40%,62%,0.6
Omari Akhmedov,Kyle Noke,Welterweight,U-DEC,3,5:00,Win,75%,28,21,6,1,2.97,34%,2.84,55%,2.58,45%,65%,0.2,67%,33,22,10,1,3.23,50%,2.09,64%,1.53,54%,66%,0.8
Alexander Volkanovski,Yusuke Kasuya,Lightweight,KO/TKO Punches,2,2:06,Win,87%,30,26,4,0,6.16,56%,3.44,58%,1.78,37%,70%,0.2,75%,12,9,3,0,2.17,44%,4.34,48%,1.36,33%,0%,0
Tyson Pedro,Khalil Rountree Jr.,Light Heavyweight,SUB Rear Naked Choke,1,4:07,Win,67%,15,10,5,0,2.9,59%,2.39,56%,0.76,30%,50%,0.8,74%,19,14,5,0,3.84,39%,4.18,50%,0,0%,58%,0.1
Danielle Taylor,Seo Hee Ham,Women's Strawweight,S-DEC,3,5:00,Win,69%,13,9,4,0,2.75,29%,3.31,71%,0.2,20%,70%,0.2,68%,25,17,8,0,4.2,39%,5.15,61%,0,0%,66%,0.2
Daniel Kelly,Chris Camozzi,Middleweight,U-DEC,3,5:00,Win,76%,17,13,4,0,3.62,38%,4.64,61%,1.86,34%,78%,0.3,65%,37,24,13,0,3.57,44%,2.96,56%,0.27,19%,57%,0.5
Damien Brown,Jon Tuck,Lightweight,S-DEC,3,5:00,Win,59%,29,17,12,0,3.66,38%,4.86,50%,0.68,27%,53%,0.7,67%,15,10,5,0,3,40%,3.74,60%,0.42,33%,50%,1
Jonathan Meunier,Richard Walsh,Welterweight,U-DEC,3,5:00,Win,89%,9,8,1,0,3.47,50%,1.43,69%,0.58,33%,58%,0,64%,14,9,5,0,3.84,46%,2.72,58%,1.55,40%,66%,0.2
Ben Nguyen,Geane Herrera,Flyweight,U-DEC,3,5:00,Win,67%,24,16,8,0,3.51,40%,3.01,59%,0.25,33%,63%,1,75%,12,9,3,0,1.51,31%,5.07,52%,0.83,37%,38%,0.6
Jason Knight,Dan Hooker,Featherweight,U-DEC,3,5:00,Win,80%,25,20,5,0,2.95,33%,3.02,51%,1.31,31%,47%,1.7,66%,35,23,12,0,5.08,48%,4.76,51%,0.79,34%,80%,0.4
Marlon Vera,Guangyou Ning,Featherweight,U-DEC,3,5:00,Win,70%,33,23,9,1,4.31,49%,5.48,50%,0.53,39%,70%,0.9,50%,10,5,4,1,2.66,41%,1.91,61%,1.09,50%,62%,0.3
Jenel Lausa,Yao Zhikui,Flyweight,U-DEC,3,5:00,Win,58%,12,7,5,0,1.44,42%,3.53,53%,0.55,66%,51%,0.8,33%,6,2,4,0,1.44,21%,2.82,48%,0.66,16%,58%,0
Ryan Bader,Rogerio Nogueira,Light Heavyweight,KO/TKO Punches,3,3:51,Win,82%,28,23,5,0,2.82,43%,1.39,71%,3.37,44%,80%,0.4,70%,33,23,10,0,2.43,35%,2.34,59%,0.64,44%,62%,0.8
Thomas Almeida,Albert Morales,Bantamweight,KO/TKO Punches,2,1:37,Win,81%,27,22,5,0,4.84,43%,4.93,61%,0.17,14%,75%,0,58%,12,7,4,1,3.81,35%,3.96,56%,0.91,35%,70%,0.2
Claudia Gadelha,Cortney Casey,Women's Strawweight,U-DEC,3,5:00,Win,78%,23,18,5,0,3.31,41%,4.57,57%,3.03,42%,58%,0.7,50%,20,10,10,0,4.29,39%,4,55%,0.39,31%,39%,0.5
Krzysztof Jotko,Thales Leites,Middleweight,U-DEC,3,5:00,Win,80%,30,24,6,0,2.98,42%,2.23,57%,1.33,39%,82%,0.1,76%,37,28,9,0,2.13,40%,2.99,52%,2.1,27%,30%,1.1
Kamaru Usman,Warlley Alves,Welterweight,U-DEC,3,5:00,Win,83%,24,20,4,0,4.36,52%,2.74,54%,2.82,45%,89%,0.1,68%,22,15,7,0,3.25,48%,4.21,50%,1.35,50%,80%,0.9
Sergio Moraes,Zak Ottow,Welterweight,S-DEC,3,5:00,Win,67%,21,14,6,1,2.42,42%,3.73,59%,1.2,38%,75%,0.4,71%,24,17,7,0,2.63,36%,2.73,58%,0.97,29%,57%,0.4
Cezar Ferreira,Jack Hermansson,Middleweight,SUB Arm Triangle,2,2:11,Win,62%,21,13,8,0,1.9,42%,2.44,53%,2.69,53%,84%,0.5,75%,32,24,8,0,5.09,44%,3.69,56%,1.53,30%,80%,0.4
Gadzhimurad Antigulov,Marcos Rogerio de Lima,Light Heavyweight,SUB Guillotine Choke,1,1:07,Win,71%,28,20,8,0,2.08,55%,4.21,40%,5.08,36%,0%,1.4,67%,33,22,10,1,3.7,57%,2.9,51%,1.4,45%,59%,0.5
Johnny Eduardo,Manvel Gamburyan,Bantamweight,KO/TKO Punch,2,0:46,Win,68%,41,28,13,0,2.95,39%,3.22,63%,0.22,20%,58%,0.4,60%,25,15,10,0,2.13,41%,2.83,55%,3.26,34%,69%,0.7
Luis Henrique,Christian Colombo,Heavyweight,SUB Guillotine Choke,3,2:12,Win,67%,15,10,5,0,1.81,43%,2.22,47%,3.09,36%,50%,1,67%,12,8,3,1,2.76,44%,4.02,42%,0,0%,33%,0
Pedro Munhoz,Justin Scoggins,Bantamweight,SUB Guillotine Choke,2,1:55,Win,69%,29,20,9,0,5.32,43%,6.23,56%,0.51,18%,82%,0.5,69%,16,11,5,0,3.56,51%,2.16,55%,3.42,63%,82%,0.5
Francimar Barroso,Darren Stewart,Light Heavyweight,Overturned,1,1:34,NC,73%,26,19,7,0,2.77,52%,3.07,59%,2.22,24%,83%,0,60%,20,12,8,0,3.05,45%,3.29,48%,1.75,45%,67%,0.1
Gegard Mousasi,Uriah Hall,Middleweight,KO/TKO Punches,1,4:37,Win,84%,50,42,6,2,3.75,50%,1.21,68%,1.59,60%,59%,1.1,62%,29,18,11,0,3.23,48%,3.85,54%,0.54,38%,64%,0.1
Stevie Ray,Ross Pearson,Lightweight,S-DEC,3,5:00,Win,72%,32,23,9,0,3.73,44%,2.93,54%,0.75,46%,55%,0.6,56%,36,20,16,0,3.68,40%,4.09,62%,0.74,35%,75%,0
Alexander Volkov,Timothy Johnson,Heavyweight,S-DEC,3,5:00,Win,79%,47,37,10,0,5.1,57%,3,54%,0.49,63%,73%,0.2,75%,16,12,4,0,3.43,45%,3.08,44%,1.09,24%,69%,0
Artem Lobov,Teruto Ishihara,Featherweight,U-DEC,3,5:00,Win,46%,28,13,15,0,3.52,41%,4.82,50%,0.39,25%,52%,0,53%,19,10,7,2,3.26,44%,3.63,53%,0.5,16%,30%,0
Jack Marshman,Magnus Cedenblad,Middleweight,KO/TKO Punch,2,3:40,Win,70%,33,23,10,0,2.74,25%,4.19,56%,0,0%,20%,0,74%,19,14,5,0,2.38,51%,3.02,40%,2.87,64%,66%,1
Kyoji Horiguchi,Ali Bagautinov,Flyweight,U-DEC,3,5:00,Win,90%,21,19,2,0,3.6,45%,2.45,62%,2,44%,55%,0,71%,21,15,6,0,2.85,42%,3.09,52%,2.51,36%,65%,0.3
Kevin Lee,Magomed Mustafaev,Lightweight,SUB Rear Naked Choke,2,4:31,Win,69%,26,18,8,0,3.88,42%,3.6,50%,3.18,43%,75%,0.8,78%,18,14,4,0,2.59,58%,2.68,41%,3.31,50%,23%,0.4
Amanda Cooper,Anna Elmose,Women's Strawweight,U-DEC,3,5:00,Win,38%,8,3,5,0,3.55,44%,3.2,51%,1.53,38%,28%,1.8,60%,5,3,2,0,3.68,49%,4.64,56%,0,0%,33%,0
Justin Ledet,Mark Godbeer,Heavyweight,SUB Rear Naked Choke,1,2:16,Win,69%,13,9,4,0,3.35,39%,4.82,49%,0.23,50%,42%,0.2,76%,17,13,4,0,3.97,53%,3.3,54%,0,0%,28%,0
Zak Cummings,Alexander Yakovlev,Welterweight,SUB Armbar,2,4:02,Win,78%,32,25,7,0,2.96,35%,2.91,55%,0.62,28%,66%,0.6,69%,35,24,10,1,1.74,47%,2.41,58%,1.66,35%,72%,0.1
Marion Reneau,Milana Dudieva,Women's Bantamweight,KO/TKO Elbows,3,3:03,Win,50%,18,9,8,1,3.2,41%,3.52,59%,0.62,63%,50%,0.8,65%,17,11,6,0,0.87,31%,3.43,58%,2.34,45%,0%,0
Brett Johns,Kwan Ho Kwak,Bantamweight,U-DEC,3,5:00,Win,89%,19,17,2,0,2.86,49%,3.84,53%,4.92,49%,58%,1,82%,11,9,2,0,3.29,41%,3.45,47%,0.78,100%,26%,0
Abdul Razak Alhassan,Charlie Ward,Welterweight,KO/TKO Punch,1,0:53,Win,67%,18,12,6,0,3.37,48%,3.99,55%,0.89,38%,50%,0.2,50%,6,3,3,0,1.64,19%,7.21,53%,0,0%,0%,0
Conor McGregor,Eddie Alvarez,Lightweight,KO/TKO Punches,2,3:04,Win,79%,28,22,6,0,5.32,49%,4.66,54%,0.67,55%,66%,0.1,83%,35,29,6,0,4.32,41%,4.39,55%,2.92,36%,92%,0.5
Tyron Woodley,Stephen Thompson,Welterweight,M-DEC,5,5:00,Draw,70%,27,19,7,1,2.36,48%,2.76,54%,1.06,40%,87%,0.4,68%,25,17,7,1,4.11,46%,3.03,54%,0.26,41%,65%,0
Joanna Jedrzejczyk,Karolina Kowalkiewicz,Women's Strawweight,U-DEC,5,5:00,Win,76%,21,16,5,0,6.28,48%,3.25,62%,0.27,62%,80%,0.1,70%,23,16,7,0,5.92,43%,5.55,59%,0.36,26%,74%,0.2
Yoel Romero,Chris Weidman,Middleweight,KO/TKO Flying Knee,3,0:24,Win,72%,18,13,5,0,3.44,49%,3.05,60%,1.57,30%,78%,0,70%,23,16,7,0,3.18,45%,3.22,51%,3.44,42%,65%,0.8
Raquel Pennington,Miesha Tate,Women's Bantamweight,U-DEC,3,5:00,Win,64%,25,16,9,0,4.14,52%,3.29,60%,0.9,27%,63%,0.7,69%,29,20,9,0,2.62,45%,2.98,51%,2.02,31%,55%,1.3
Frankie Edgar,Jeremy Stephens,Featherweight,U-DEC,3,5:00,Win,66%,35,23,11,1,3.77,40%,2.82,65%,2.29,31%,65%,0.3,60%,47,28,19,0,3.17,40%,3.05,58%,1.16,38%,65%,0.4
Khabib Nurmagomedov,Michael Johnson,Lightweight,SUB Kimura,3,2:31,Win,100%,29,29,0,0,4.1,48%,1.75,65%,5.32,48%,84%,0.8,55%,42,23,19,0,4.27,39%,3.83,57%,0.62,41%,81%,0
Tim Boetsch,Rafael Natal,Middleweight,KO/TKO Punches,1,3:22,Win,62%,34,21,13,0,2.93,50%,2.9,57%,1.45,34%,59%,0.8,68%,31,21,9,1,3.1,47%,2.48,57%,2.55,34%,77%,0.5
